Home_Location,Qualification,Job_Domain,Employment_Type,Company_Size,Joining_Period,Experience_Years,Salary
Bilaspur,12th Pass,Content Writer,Part Time,Small,15 Days,6,15000
Bhilai,12th Pass,Customer Support,Contract,Medium,2 Months,5,25000
Manendragarh,Diploma,Customer Support,Full Time,Medium,2 Months,4,29000
Chirmiri,Diploma,Sales Executive,Full Time,Small,30 Days,13,52000
Ambikapur,MBA,HR Executive,Full Time,Small,30 Days,15,150000
Jagdalpur,MBA,Sales Executive,Full Time,Small,15 Days,1,86000
Bhatapara,MA,HR Executive,Full Time,Large,15 Days,7,122000
Naila Janjgir,Diploma,Computer Operator,Full Time,Large,30 Days,1,24000
Bhatapara,BA,Account Manager,Contract,Medium,45 Days,3,52000
Dalli-Rajhara,BCA,MIS Executive,Full Time,Large,3 Months,5,97000
Manendragarh,MBA,Business Analyst,Full Time,Medium,15 Days,8,150000
Ambikapur,MBA,MIS Executive,Full Time,Large,30 Days,2,150000
Dalli-Rajhara,10th Pass,Customer Support,Full Time,Small,30 Days,3,12000
Rajnandgaon,MBA,Account Manager,Contract,Medium,3 Months,3,145000
Bhilai,M.Com,Account Manager,Contract,Medium,15 Days,8,150000
Durg,Diploma,Accountant,Full Time,Large,2 Months,6,53000
Tilda Newra,MBA,Account Manager,Full Time,Small,2 Months,15,150000
Dhamtari,10th Pass,Computer Operator,Full Time,Small,Immediately,5,12000
Manendragarh,BCA,HR Executive,Part Time,Small,15 Days,1,25000
Korba,BBA,Business Analyst,Intern,Medium,2 Months,14,72000
Dalli-Rajhara,BCA,Digital Marketing Executive,Full Time,Medium,30 Days,2,55000
Bhilai,10th Pass,Sales Executive,Full Time,Small,30 Days,5,17000
Bhatapara,BCA,HR Executive,Full Time,Small,45 Days,13,94000
Jagdalpur,BCA,MIS Executive,Full Time,Medium,3 Months,5,83000
Dalli-Rajhara,MBA,HR Executive,Full Time,Small,30 Days,10,150000
Ambikapur,BCA,HR Executive,Full Time,Large,30 Days,7,97000
Dalli-Rajhara,MBA,HR Executive,Full Time,Medium,30 Days,15,150000
Jagdalpur,12th Pass,Content Writer,Full Time,Large,2 Months,7,38000
Chirmiri,MA,MIS Executive,Full Time,Medium,3 Months,5,111000
Rajnandgaon,MBA,Business Analyst,Full Time,Small,3 Months,13,150000
Ambikapur,B.Com,HR Executive,Full Time,Large,2 Months,7,70000
Bhilai,MBA,Account Manager,Full Time,Large,30 Days,14,150000
Tilda Newra,BBA,Content Writer,Full Time,Large,15 Days,0,49000
Mungeli,10th Pass,Customer Support,Full Time,Large,30 Days,4,21000
Rajnandgaon,M.Com,MIS Executive,Part Time,Medium,45 Days,1,52000
Durg,10th Pass,Computer Operator,Contract,Medium,45 Days,2,12000
Rajnandgaon,10th Pass,Computer Operator,Full Time,Small,2 Months,4,12000
Dalli-Rajhara,BA,HR Executive,Part Time,Small,3 Months,10,32000
Mungeli,BA,Content Writer,Contract,Large,45 Days,2,38000
Tilda Newra,10th Pass,Computer Operator,Part Time,Medium,15 Days,0,12000
Jagdalpur,MBA,HR Executive,Full Time,Small,2 Months,6,110000
Sakti,M.Com,Account Manager,Intern,Medium,45 Days,6,55000
Bhilai,M.Com,Business Analyst,Full Time,Small,30 Days,7,121000
Bhatapara,BCA,Account Manager,Full Time,Large,3 Months,12,150000
Mungeli,10th Pass,Customer Support,Full Time,Medium,45 Days,5,17000
Dalli-Rajhara,M.Com,Account Manager,Full Time,Small,2 Months,17,150000
Bemetra,BBA,Sales Executive,Full Time,Medium,30 Days,3,65000
Bilaspur,MA,MIS Executive,Full Time,Small,45 Days,2,62000
Bemetra,12th Pass,Computer Operator,Intern,Small,30 Days,11,10000
Bhatapara,10th Pass,Computer Operator,Full Time,Small,30 Days,5,13000
Ambikapur,10th Pass,Customer Support,Intern,Small,15 Days,1,8000
Durg,Diploma,Content Writer,Full Time,Medium,30 Days,4,29000
Manendragarh,Diploma,Computer Operator,Intern,Large,2 Months,12,19000
Raipur,MA,HR Executive,Full Time,Small,30 Days,17,122000
Manendragarh,12th Pass,Sales Executive,Full Time,Small,2 Months,5,27000
Sakti,MBA,Account Manager,Intern,Large,3 Months,14,126000
Bhatapara,M.Com,Digital Marketing Executive,Full Time,Small,15 Days,13,150000
Bemetra,BBA,Account Manager,Full Time,Small,Immediately,3,66000
Bilaspur,12th Pass,Accountant,Full Time,Medium,2 Months,7,38000
Ambikapur,10th Pass,Computer Operator,Contract,Medium,15 Days,1,12000
Bemetra,12th Pass,Sales Executive,Intern,Large,Immediately,3,14000
Ambikapur,10th Pass,Customer Support,Full Time,Medium,2 Months,3,14000
Dalli-Rajhara,Diploma,Customer Support,Intern,Small,2 Months,12,14000
Mungeli,BA,Digital Marketing Executive,Full Time,Medium,3 Months,12,70000
Dalli-Rajhara,BA,HR Executive,Full Time,Small,3 Months,7,41000
Raigarh,BA,HR Executive,Part Time,Medium,2 Months,5,26000
Tilda Newra,MBA,Business Analyst,Full Time,Medium,3 Months,9,150000
Chirmiri,MA,Digital Marketing Executive,Full Time,Large,3 Months,12,150000
Durg,B.Com,HR Executive,Intern,Medium,30 Days,5,24000
Ambikapur,BBA,Sales Executive,Contract,Large,30 Days,3,64000
Ambikapur,10th Pass,Sales Executive,Contract,Large,3 Months,2,22000
Naila Janjgir,BA,Accountant,Full Time,Large,Immediately,0,42000
Raipur,M.Com,Account Manager,Full Time,Large,45 Days,1,129000
Mungeli,BCA,HR Executive,Part Time,Large,Immediately,0,33000
Mungeli,BA,Customer Support,Full Time,Small,30 Days,1,25000
Mungeli,M.Com,Business Analyst,Contract,Medium,45 Days,19,150000
Raigarh,BCA,HR Executive,Full Time,Large,30 Days,4,88000
Rajnandgaon,M.Com,MIS Executive,Full Time,Large,15 Days,3,129000
Sakti,MA,HR Executive,Full Time,Medium,45 Days,18,150000
Durg,MA,Digital Marketing Executive,Full Time,Small,45 Days,5,86000
Bilaspur,BCA,Account Manager,Contract,Medium,30 Days,6,85000
Chirmiri,BA,Digital Marketing Executive,Full Time,Medium,15 Days,0,34000
Bemetra,MA,Business Analyst,Full Time,Small,30 Days,16,150000
Bilaspur,M.Com,Digital Marketing Executive,Full Time,Small,30 Days,11,150000
Bemetra,MA,Digital Marketing Executive,Full Time,Medium,2 Months,14,150000
Bilaspur,MBA,Business Analyst,Full Time,Large,15 Days,9,150000
Bhilai,BCA,HR Executive,Intern,Medium,30 Days,0,16000
Bhilai,BBA,Sales Executive,Full Time,Medium,15 Days,3,57000
Korba,Diploma,Accountant,Part Time,Large,30 Days,2,23000
Rajnandgaon,BBA,MIS Executive,Full Time,Medium,3 Months,4,81000
Mahasamund,BCA,Digital Marketing Executive,Full Time,Medium,45 Days,7,88000
Raigarh,M.Com,Account Manager,Intern,Small,30 Days,4,45000
Bemetra,B.Com,Sales Executive,Full Time,Medium,45 Days,7,69000
Bhatapara,BCA,Digital Marketing Executive,Intern,Small,Immediately,0,17000
Korba,BBA,Sales Executive,Full Time,Small,3 Months,7,70000
Mungeli,10th Pass,Customer Support,Part Time,Medium,30 Days,1,12000
Mungeli,B.Com,Business Analyst,Full Time,Large,15 Days,5,103000
Chirmiri,MBA,Sales Executive,Contract,Large,30 Days,4,148000
Dhamtari,MBA,Account Manager,Full Time,Medium,45 Days,13,150000
Chirmiri,12th Pass,Content Writer,Full Time,Small,45 Days,2,17000
Ambikapur,MBA,MIS Executive,Full Time,Large,15 Days,16,150000
Korba,BBA,Sales Executive,Full Time,Medium,2 Months,13,117000
Naila Janjgir,MBA,HR Executive,Full Time,Large,15 Days,4,150000
Ambikapur,MA,Business Analyst,Full Time,Small,3 Months,5,100000
Chirmiri,12th Pass,Accountant,Contract,Large,Immediately,2,29000
Durg,12th Pass,Computer Operator,Full Time,Medium,45 Days,3,18000
Bemetra,M.Com,Account Manager,Part Time,Medium,30 Days,5,89000
Tilda Newra,10th Pass,Sales Executive,Full Time,Medium,2 Months,5,25000
Mungeli,BCA,Account Manager,Intern,Large,30 Days,8,59000
Mahasamund,M.Com,MIS Executive,Contract,Small,Immediately,4,77000
Mungeli,BA,Account Manager,Full Time,Medium,45 Days,3,50000
Chirmiri,MA,Business Analyst,Full Time,Small,30 Days,5,96000
Raigarh,MA,Business Analyst,Full Time,Large,30 Days,8,150000
Mungeli,BCA,Account Manager,Full Time,Small,30 Days,5,80000
Manendragarh,MBA,MIS Executive,Full Time,Medium,45 Days,10,150000
Chirmiri,B.Com,Digital Marketing Executive,Full Time,Small,3 Months,15,86000
Durg,BCA,Business Analyst,Full Time,Large,3 Months,9,150000
Naila Janjgir,MBA,Sales Executive,Part Time,Large,15 Days,2,76000
Rajnandgaon,10th Pass,Sales Executive,Full Time,Small,30 Days,5,17000
Mahasamund,B.Com,Digital Marketing Executive,Full Time,Large,30 Days,3,70000
Ambikapur,Diploma,Computer Operator,Contract,Medium,45 Days,2,19000
Bhatapara,BA,Business Analyst,Full Time,Large,30 Days,12,125000
Sakti,10th Pass,Computer Operator,Contract,Large,30 Days,0,12000
Raigarh,Diploma,Computer Operator,Full Time,Large,45 Days,7,37000
Jagdalpur,12th Pass,Sales Executive,Full Time,Large,3 Months,11,53000
Korba,Diploma,Customer Support,Part Time,Large,3 Months,6,26000
Mungeli,BA,Digital Marketing Executive,Full Time,Large,45 Days,7,70000
Naila Janjgir,10th Pass,Computer Operator,Contract,Large,45 Days,8,21000
Jagdalpur,BBA,HR Executive,Full Time,Small,2 Months,3,54000
Naila Janjgir,MBA,Account Manager,Contract,Large,45 Days,19,150000
Ambikapur,M.Com,MIS Executive,Full Time,Large,30 Days,4,141000
Rajnandgaon,M.Com,Account Manager,Full Time,Large,30 Days,11,150000
Korba,Diploma,Customer Support,Full Time,Medium,Immediately,0,22000
Sakti,10th Pass,Sales Executive,Part Time,Medium,45 Days,2,12000
Dalli-Rajhara,BBA,MIS Executive,Full Time,Medium,30 Days,7,95000
Rajnandgaon,BBA,HR Executive,Full Time,Medium,Immediately,2,49000
Bhilai,12th Pass,Content Writer,Full Time,Medium,45 Days,5,26000
Bhatapara,10th Pass,Customer Support,Full Time,Small,30 Days,7,15000
Bilaspur,MA,Business Analyst,Contract,Medium,3 Months,6,127000
Bemetra,BA,Sales Executive,Full Time,Medium,2 Months,7,54000
Korba,BA,Accountant,Full Time,Large,15 Days,1,47000
Chirmiri,BA,Sales Executive,Contract,Medium,30 Days,2,37000
Ambikapur,Diploma,Customer Support,Contract,Medium,3 Months,6,27000
Durg,12th Pass,Customer Support,Full Time,Large,30 Days,3,27000
Tilda Newra,12th Pass,Computer Operator,Full Time,Large,15 Days,9,33000
Chirmiri,M.Com,Sales Executive,Contract,Small,2 Months,2,71000
Mahasamund,BCA,Business Analyst,Full Time,Medium,30 Days,5,97000
Naila Janjgir,BCA,MIS Executive,Part Time,Small,45 Days,5,34000
Chirmiri,MBA,Digital Marketing Executive,Full Time,Large,30 Days,14,150000
Raipur,M.Com,MIS Executive,Part Time,Medium,45 Days,2,55000
Mahasamund,BBA,MIS Executive,Full Time,Small,15 Days,4,59000
Durg,M.Com,Sales Executive,Contract,Large,30 Days,2,104000
Dalli-Rajhara,MBA,HR Executive,Contract,Small,15 Days,12,140000
Rajnandgaon,BBA,HR Executive,Full Time,Small,3 Months,6,54000
Korba,MA,Account Manager,Full Time,Medium,45 Days,20,150000
Ambikapur,BCA,Account Manager,Full Time,Medium,45 Days,8,107000
Bilaspur,BA,Digital Marketing Executive,Full Time,Large,Immediately,5,68000
Raipur,BCA,Content Writer,Part Time,Small,Immediately,1,23000
Naila Janjgir,MA,Digital Marketing Executive,Full Time,Large,15 Days,17,150000
Bhatapara,M.Com,Account Manager,Full Time,Small,45 Days,7,138000
Ambikapur,BA,Account Manager,Full Time,Medium,2 Months,6,73000
Chirmiri,MA,MIS Executive,Contract,Medium,15 Days,20,150000
Bilaspur,B.Com,Digital Marketing Executive,Full Time,Medium,2 Months,6,73000
Raipur,B.Com,Account Manager,Full Time,Large,15 Days,4,82000
Bilaspur,B.Com,Sales Executive,Full Time,Medium,30 Days,6,61000
Tilda Newra,M.Com,HR Executive,Full Time,Small,30 Days,5,88000
Mahasamund,12th Pass,Accountant,Full Time,Medium,30 Days,5,31000
Rajnandgaon,BBA,Customer Support,Contract,Small,30 Days,1,32000
Manendragarh,10th Pass,Sales Executive,Full Time,Small,30 Days,1,15000
Rajnandgaon,Diploma,Content Writer,Full Time,Large,2 Months,6,45000
Durg,BCA,Sales Executive,Part Time,Small,30 Days,0,25000
Durg,Diploma,Customer Support,Full Time,Small,2 Months,7,35000
Raigarh,M.Com,Sales Executive,Full Time,Medium,2 Months,1,77000
Korba,12th Pass,Computer Operator,Full Time,Large,30 Days,3,24000
Manendragarh,MA,MIS Executive,Full Time,Large,45 Days,8,150000
Mungeli,BBA,HR Executive,Full Time,Medium,30 Days,3,53000
Raigarh,12th Pass,Accountant,Full Time,Large,15 Days,9,48000
Mahasamund,10th Pass,Customer Support,Full Time,Large,30 Days,6,20000
Naila Janjgir,BCA,HR Executive,Intern,Small,3 Months,13,36000
Raigarh,MA,Business Analyst,Full Time,Large,3 Months,8,150000
Raigarh,M.Com,MIS Executive,Contract,Large,Immediately,3,114000
Dhamtari,MBA,HR Executive,Intern,Medium,2 Months,15,100000
Bilaspur,B.Com,Business Analyst,Contract,Medium,2 Months,8,93000
Bilaspur,B.Com,Accountant,Full Time,Small,45 Days,2,41000
Chirmiri,10th Pass,Computer Operator,Full Time,Small,30 Days,5,12000
Tilda Newra,12th Pass,Accountant,Full Time,Medium,45 Days,2,26000
Raipur,B.Com,HR Executive,Full Time,Medium,45 Days,5,47000
Ambikapur,BCA,Digital Marketing Executive,Full Time,Medium,30 Days,4,66000
Jagdalpur,BCA,Digital Marketing Executive,Full Time,Small,2 Months,5,71000
Rajnandgaon,MBA,Digital Marketing Executive,Part Time,Medium,30 Days,3,81000
Durg,BBA,Digital Marketing Executive,Full Time,Medium,45 Days,5,82000
Raipur,MBA,MIS Executive,Part Time,Small,2 Months,13,119000
Raigarh,12th Pass,Computer Operator,Part Time,Small,30 Days,6,13000
Bhilai,10th Pass,Computer Operator,Part Time,Medium,45 Days,10,12000
Bhatapara,12th Pass,Computer Operator,Full Time,Large,15 Days,6,30000
Manendragarh,10th Pass,Customer Support,Part Time,Medium,45 Days,10,13000
Manendragarh,B.Com,Digital Marketing Executive,Contract,Small,15 Days,2,37000
Rajnandgaon,10th Pass,Customer Support,Contract,Medium,30 Days,0,12000
Mahasamund,MA,Account Manager,Full Time,Large,2 Months,5,144000
Bhilai,12th Pass,Customer Support,Full Time,Small,3 Months,6,20000
Rajnandgaon,BBA,Business Analyst,Full Time,Large,Immediately,7,121000
Ambikapur,BCA,HR Executive,Full Time,Large,30 Days,3,73000
Manendragarh,10th Pass,Sales Executive,Full Time,Small,15 Days,3,17000
Chirmiri,Diploma,Sales Executive,Full Time,Large,2 Months,5,52000
Bhilai,BBA,HR Executive,Full Time,Large,30 Days,5,78000
Bemetra,12th Pass,Accountant,Full Time,Medium,15 Days,6,36000
Durg,BA,HR Executive,Contract,Large,15 Days,11,78000
Dalli-Rajhara,MA,Account Manager,Full Time,Large,3 Months,5,135000
Bhatapara,Diploma,Content Writer,Full Time,Small,Immediately,4,25000
Durg,12th Pass,Content Writer,Full Time,Large,30 Days,4,28000
Sakti,BCA,Sales Executive,Full Time,Small,15 Days,2,49000
Mahasamund,12th Pass,Accountant,Full Time,Medium,45 Days,0,21000
Jagdalpur,MA,Digital Marketing Executive,Full Time,Small,15 Days,10,120000
Durg,B.Com,Digital Marketing Executive,Full Time,Small,3 Months,11,76000
Dhamtari,MA,HR Executive,Full Time,Small,3 Months,7,75000
Bemetra,10th Pass,Computer Operator,Full Time,Small,3 Months,4,12000
Bhatapara,MA,Digital Marketing Executive,Full Time,Medium,2 Months,2,85000
Mahasamund,B.Com,Customer Support,Full Time,Medium,30 Days,2,33000
Sakti,10th Pass,Computer Operator,Full Time,Large,30 Days,2,15000
Tilda Newra,MBA,HR Executive,Full Time,Small,3 Months,20,150000
Raigarh,12th Pass,Customer Support,Contract,Large,15 Days,0,18000
Rajnandgaon,Diploma,Content Writer,Full Time,Large,2 Months,6,45000
Raipur,B.Com,Business Analyst,Full Time,Medium,45 Days,7,91000
Bemetra,BBA,Digital Marketing Executive,Full Time,Medium,3 Months,7,83000
Bhatapara,MA,Business Analyst,Part Time,Medium,3 Months,9,96000
Mungeli,MA,MIS Executive,Part Time,Medium,45 Days,2,49000
Chirmiri,M.Com,Account Manager,Full Time,Small,3 Months,3,96000
Raipur,M.Com,Sales Executive,Intern,Medium,15 Days,1,31000
Mahasamund,12th Pass,Sales Executive,Full Time,Medium,30 Days,2,25000
Bilaspur,B.Com,Sales Executive,Full Time,Small,2 Months,4,46000
Naila Janjgir,12th Pass,Accountant,Full Time,Large,2 Months,8,43000
Dhamtari,BA,Sales Executive,Full Time,Small,Immediately,12,63000
Bhatapara,BBA,Digital Marketing Executive,Full Time,Small,2 Months,8,80000
Chirmiri,Diploma,Accountant,Part Time,Medium,2 Months,11,34000
Korba,BCA,HR Executive,Full Time,Small,3 Months,6,63000
Bilaspur,BA,Sales Executive,Full Time,Small,3 Months,9,56000
Manendragarh,12th Pass,Computer Operator,Full Time,Large,15 Days,6,31000
Bemetra,12th Pass,Customer Support,Full Time,Large,15 Days,6,35000
Bemetra,BBA,Sales Executive,Full Time,Small,45 Days,6,64000
Sakti,Diploma,Accountant,Full Time,Medium,Immediately,1,33000
Chirmiri,B.Com,HR Executive,Full Time,Large,2 Months,4,64000
Chirmiri,12th Pass,Content Writer,Contract,Small,45 Days,1,16000
Korba,BBA,Sales Executive,Contract,Large,15 Days,2,62000
Mungeli,Diploma,Customer Support,Full Time,Small,Immediately,3,23000
Bhilai,BBA,Account Manager,Full Time,Medium,30 Days,4,81000
Bhatapara,B.Com,Sales Executive,Full Time,Large,3 Months,5,79000
Ambikapur,BBA,Content Writer,Full Time,Medium,15 Days,1,42000
Dhamtari,BA,Business Analyst,Full Time,Large,30 Days,12,130000
Naila Janjgir,M.Com,Business Analyst,Full Time,Medium,2 Months,14,150000
Manendragarh,MA,HR Executive,Full Time,Large,45 Days,18,150000
Raigarh,M.Com,Account Manager,Full Time,Medium,2 Months,10,150000
Dalli-Rajhara,12th Pass,Sales Executive,Full Time,Medium,3 Months,11,42000
Dalli-Rajhara,BBA,HR Executive,Part Time,Small,3 Months,7,38000
Jagdalpur,MA,MIS Executive,Part Time,Small,Immediately,2,39000
Dalli-Rajhara,BBA,Sales Executive,Full Time,Small,3 Months,7,66000
Naila Janjgir,Diploma,Content Writer,Full Time,Large,Immediately,12,60000
Raigarh,M.Com,Sales Executive,Full Time,Small,15 Days,1,73000
Tilda Newra,BCA,Sales Executive,Full Time,Medium,3 Months,12,95000
Mungeli,10th Pass,Customer Support,Full Time,Large,45 Days,2,16000
Raipur,10th Pass,Customer Support,Intern,Small,3 Months,6,8000
Mahasamund,MBA,HR Executive,Contract,Large,30 Days,8,150000
Bhilai,BA,Business Analyst,Contract,Medium,15 Days,6,63000
Sakti,10th Pass,Sales Executive,Full Time,Large,15 Days,5,29000
Chirmiri,M.Com,Account Manager,Full Time,Large,30 Days,16,150000
Durg,MA,Account Manager,Full Time,Large,45 Days,10,150000
Bilaspur,12th Pass,Customer Support,Full Time,Large,30 Days,3,27000
Dhamtari,MBA,MIS Executive,Full Time,Large,45 Days,13,150000
Korba,Diploma,Content Writer,Full Time,Large,45 Days,5,45000
Chirmiri,Diploma,Accountant,Full Time,Medium,30 Days,7,43000
Bemetra,MA,Business Analyst,Full Time,Medium,15 Days,6,144000
Bemetra,12th Pass,Content Writer,Full Time,Medium,2 Months,3,25000
Bhilai,BBA,Content Writer,Part Time,Large,15 Days,0,29000
Tilda Newra,BCA,Digital Marketing Executive,Full Time,Small,Immediately,1,49000
Durg,BBA,Sales Executive,Full Time,Small,2 Months,11,84000
Ambikapur,12th Pass,Customer Support,Part Time,Large,Immediately,0,13000
Mahasamund,BCA,Digital Marketing Executive,Full Time,Small,15 Days,11,88000
Manendragarh,BCA,Customer Support,Full Time,Large,15 Days,0,41000
Jagdalpur,MA,MIS Executive,Intern,Medium,2 Months,8,50000
Bemetra,Diploma,Accountant,Full Time,Medium,2 Months,7,49000
Sakti,Diploma,Accountant,Part Time,Large,3 Months,14,43000
Raipur,10th Pass,Sales Executive,Full Time,Medium,45 Days,7,27000
Naila Janjgir,MA,Digital Marketing Executive,Full Time,Medium,15 Days,9,129000
Mahasamund,BA,HR Executive,Part Time,Medium,Immediately,0,18000
Chirmiri,10th Pass,Computer Operator,Part Time,Large,45 Days,1,12000
Tilda Newra,BCA,Sales Executive,Full Time,Small,Immediately,13,101000
Sakti,BBA,Digital Marketing Executive,Contract,Medium,3 Months,7,72000
Mungeli,Diploma,Sales Executive,Full Time,Large,30 Days,10,68000
Korba,12th Pass,Computer Operator,Full Time,Large,15 Days,1,20000
Dhamtari,BBA,Digital Marketing Executive,Part Time,Small,2 Months,15,73000
Bhatapara,10th Pass,Sales Executive,Full Time,Medium,15 Days,2,18000
Raigarh,BA,Account Manager,Full Time,Small,30 Days,7,60000
Jagdalpur,Diploma,Content Writer,Contract,Small,2 Months,3,21000
Jagdalpur,MBA,Account Manager,Full Time,Medium,2 Months,11,150000
Mahasamund,Diploma,Content Writer,Full Time,Small,30 Days,6,35000
Sakti,BCA,MIS Executive,Part Time,Small,30 Days,6,46000
Mungeli,BBA,Business Analyst,Contract,Medium,30 Days,5,77000
Chirmiri,10th Pass,Customer Support,Full Time,Small,2 Months,4,15000
Bhatapara,BCA,Business Analyst,Contract,Small,15 Days,15,119000
Naila Janjgir,M.Com,MIS Executive,Full Time,Large,Immediately,6,150000
Durg,B.Com,Sales Executive,Full Time,Small,Immediately,0,30000
Manendragarh,Diploma,Sales Executive,Full Time,Small,30 Days,3,27000
Manendragarh,MBA,HR Executive,Full Time,Small,45 Days,17,150000
Rajnandgaon,MBA,Digital Marketing Executive,Intern,Large,15 Days,4,63000
Bhatapara,10th Pass,Sales Executive,Full Time,Large,Immediately,1,19000
Manendragarh,BCA,Content Writer,Full Time,Large,15 Days,1,60000
Manendragarh,B.Com,Digital Marketing Executive,Full Time,Small,30 Days,1,36000
